Name,Scientific Name,Class,Family,Lifespan (years),Top Speed (km/h),Weight (kg),Length (cm),Diet,Population Trend,Population Status,Mating Behavior,Arid Climate,Cold Climate,Polar Climate,Temperate Climate,Tropical Climate,Africa,Antarctica,Asia,Europe,North America,Oceania,South America
Black-Capped Chickadee,Poecile atricapillus,Aves,Paridae,7.0,20.0,0.011000000000000001,13.5,1,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0
Black-Capped Squirrel Monkey,Saimiri boliviensis,Mammalia,Cebidae,18.121026894865526,41.829850746268654,0.75,29.75,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Black Capuchin,Sapajus nigritus,Mammalia,Cebidae,18.121026894865526,41.829850746268654,2.5,43.5,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Black-Chinned Hummingbird,Archilochus alexandri,Aves,Trochilidae,10.5,48.0,0.003,8.5,2,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Black Crake ,Amaurornis flavirostra,Aves,Rallidae,19.28736842105263,66.8076923076923,0.09300000000000001,21.0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
Black Crowned Crane,Balearica pavonina,Aves,Gruidae,23.5,40.0,3.0,49.30568669527897,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Black-Crowned Night Heron,Nycticorax nycticorax,Aves,Ardeidae,25.0,55.0,0.8,60.5,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
Black Duiker,Cephalophus niger,Mammalia,Bovidae,12.0,41.829850746268654,17.5,95.0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Black Flying Fox,Pteropus alecto,Mammalia,Pteropodidae,17.5,40.0,0.75,17.2,2,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0
Black-Footed Cat,Felis nigripes,Mammalia,Felidae,11.0,41.829850746268654,2.0,40.0,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0
Black-Footed Ferret,Mustela nigripes,Mammalia,Mustelidae,6.0,25.0,0.451,39.5,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,0
Black Giant Squirrel,Ratufa bicolor,Mammalia,Sciuridae,18.5,41.829850746268654,1.546,46.5,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Black-Headed Gull,Chroicocephalus ridibundus,Aves,Laridae,32.0,66.8076923076923,0.295,41.0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
Black-Headed Spider Monkey,Ateles fusciceps,Mammalia,Atelidae,24.0,41.829850746268654,8.0,46.0,2,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1
Black Howler Monkey,Alouatta caraya,Mammalia,Atelidae,17.5,30.0,7.0,46.5,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
Black Jackrabbit,Lepus insularis,Mammalia,Leporidae,3.0,41.829850746268654,718.2787728894176,57.0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Black Kite,Milvus migrans,Aves,Accipitridae,26.0,66.8076923076923,0.785,57.5,1,2,1,0,0,0,0,1,1,1,0,1,1,0,1,0
Black Lemur,Eulemur macaco,Mammalia,Lemuridae,22.5,20.0,2.0,42.0,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Black Lion Tamarin,Leontopithecus chrysopygus,Mammalia,Callitrichidae,19.0,41.829850746268654,0.615,26.5,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1
Black Mamba,Dendroaspis polylepis,Reptilia,Elapidae,11.0,16.0,1.0,250.0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Black-Necked Swan,Cygnus melancoryphus,Aves,Anatidae,25.0,80.0,4.5,113.0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Black Rat,Rattus rattus,Mammalia,Muridae,2.5,41.829850746268654,0.225,15.0,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Black Rhinoceros,Diceros bicornis,Mammalia,Rhinocerotidae,39.5,50.0,400.5,300.0,2,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0
Black-Shouldered Kite,Elanus axillaris,Aves,Accipitridae,6.0,66.8076923076923,0.28,36.5,1,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Black Skimmer,Rynchops niger,Aves,Laridae,20.0,66.8076923076923,0.33,45.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Blacksmith Lapwing,Vanellus armatus,Aves,Charadriidae,15.0,66.8076923076923,1.741089397089397,49.30568669527897,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Black Spiny-Tailed Iguana,Ctenosaura similis,Reptilia,Iguanidae,4.0,34.0,0.0,50.0,0,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Black Stilt,Himantopus novaezelandiae,Aves,Recurvirostridae,13.5,66.8076923076923,0.22,40.0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Black Swan,Cygnus atratus,Aves,Anatidae,40.0,80.0,6.0,126.0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0
Black-Tailed Jackrabbit,Lepus californicus,Mammalia,Leporidae,5.5,64.0,1.5,61.0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Black-Tailed Prairie Dog,Cynomys ludovicianus,Mammalia,Sciuridae,6.5,56.0,0.5,39.5,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Black-Tailed Rattlesnake,Crotalus molossus,Reptilia,Viperidae,17.5,22.147727272727273,8.0,91.5,1,2,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Black Tern,Chlidonias niger,Aves,Laridae,17.0,66.8076923076923,0.067,25.5,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
Black-Tufted Marmoset,Callithrix penicillata,Mammalia,Callitrichidae,15.0,41.829850746268654,718.2787728894176,20.5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Black Vulture,Coragyps atratus,Aves,Cathartidae,17.5,55.0,1.5,65.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Black Wildebeest,Connochaetes gnou,Mammalia,Bovidae,20.0,80.0,133.5,195.0,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Blainville's Beaked Whale,Mesoplodon densirostris,Mammalia,Ziphiidae,27.0,41.829850746268654,900.0,400.0,1,0,0,2,0,0,0,1,1,1,0,1,1,1,1,1
Blanding's Turtle,Emydoidea blandingii,Reptilia,Emydidae,75.0,22.147727272727273,1.075,20.5,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
Blond Capuchin,Sapajus flavius,Mammalia,Cebidae,18.121026894865526,41.829850746268654,2.5,37.5,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
Blue-and-Gold Macaw,Ara ararauna,Aves,Psittacidae,55.0,24.0,0.451,86.0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Blue Crane,Grus paradisea,Aves,Gruidae,25.0,66.8076923076923,4.5,49.30568669527897,0,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0
Blue-Crowned Motmot,Momotus coeruliceps,Aves,Momotidae,20.0,66.8076923076923,0.126,40.5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Blue Duck,Hymenolaimus malacorhynchos,Aves,Anatidae,9.0,66.8076923076923,0.835,52.5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Blue-Eyed Black Lemur,Eulemur flavifrons,Mammalia,Lemuridae,22.5,20.0,1.5,42.0,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Blue Grosbeak,Passerina caerulea,Aves,Cardinalidae,6.0,66.8076923076923,0.028999999999999998,16.5,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Blue-Headed Parrot,Pionus menstruus,Aves,Psittacidae,40.0,66.8076923076923,0.265,28.0,2,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Blue Iguana,Cyclura lewisi,Reptilia,Iguanidae,30.0,22.147727272727273,14.0,100.0,2,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0
Blue Jay,Cyanocitta cristata,Aves,Corvidae,16.5,40.0,0.085,26.0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Blue Monkey,Cercopithecus mitis,Mammalia,Cercopithecidae,25.0,41.829850746268654,5.0,57.5,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Blue Swallow,Hirundo atrocaerulea,Aves,Hirundinidae,19.28736842105263,66.8076923076923,0.013999999999999999,21.5,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Blue-Throated Macaw,Ara glaucogularis,Aves,Psittacidae,65.0,56.0,0.451,85.0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Blue Whale,Balaenoptera musculus,Mammalia,Balaenopteridae,55.0,20.0,130000.0,2750.0,1,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1
Blue Wildebeest,Connochaetes taurinus,Mammalia,Bovidae,22.0,80.0,275.0,205.0,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Boa Constrictor,Boa constrictor,Reptilia,Boidae,25.0,22.147727272727273,18.5,200.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Bobcat,Lynx rufus,Mammalia,Felidae,18.5,55.0,11.0,86.0,1,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Bobolink,Dolichonyx oryzivorus,Aves,Icteridae,6.5,66.8076923076923,0.043,18.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
Bog Turtle,Glyptemys muhlenbergii,Reptilia,Emydidae,35.0,22.147727272727273,0.11,9.5,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0
Bohemian Waxwing,Bombycilla garrulus,Aves,Bombycillidae,9.0,66.8076923076923,0.055,21.0,0,3,1,0,0,0,1,1,0,0,0,1,1,1,0,0
Bohor Reedbuck,Redunca redunca,Mammalia,Bovidae,10.0,41.829850746268654,50.0,117.5,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Bongo Antelope,Tragelaphus eurycerus,Mammalia,Bovidae,19.0,70.0,277.5,250.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Bonnet Macaque,Macaca radiata,Mammalia,Cercopithecidae,27.5,41.829850746268654,6.0,45.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
Bonobo,Pan paniscus,Mammalia,Hominidae,42.5,40.0,45.0,76.5,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Bontebok,Damaliscus pygargus,Mammalia,Bovidae,17.0,41.829850746268654,102.5,165.0,2,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0
Boomslang,Dispholidus typus,Reptilia,Colubridae,8.0,22.147727272727273,0.34299999999999997,130.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Boreal Owl,Aegolius funereus,Aves,Strigidae,7.5,66.8076923076923,0.154,24.5,1,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0
Bornean Bearded Pig,Sus barbatus,Mammalia,Suidae,14.5,41.829850746268654,95.5,137.0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Bornean Orangutan,Pongo pygmaeus,Mammalia,Hominidae,52.5,6.0,65.0,100.0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Bornean White-Bearded Gibbon,Hylobates albibarbis,Mammalia,Hylobatidae,25.0,55.0,6.0,53.0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Borneo Elephant,Elephas maximus borneensis,Mammalia,Elephantidae,62.5,43.0,4.0,114.29540507859738,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Botta's Pocket Gopher,Thomomys bottae,Mammalia,Geomyidae,2.0,41.829850746268654,0.185,22.5,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Bowhead Whale,Balaena mysticetus,Mammalia,Balaenidae,150.0,10.0,55000.0,1600.0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0
Brahminy Blind Snake,Indotyphlops braminus,Reptilia,Typhlopidae,25.068493150684933,22.147727272727273,28.274673913043493,7.5,1,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1
Brahminy Kite,Haliastur indus,Aves,Accipitridae,30.0,66.8076923076923,0.495,48.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Brazilian Guinea Pig,Cavia aperea,Mammalia,Caviidae,6.5,41.829850746268654,0.637,27.2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Brazilian Tapir,Tapirus terrestris,Mammalia,Tapiridae,32.5,48.0,235.0,150.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Bridled Nail-Tail Wallaby,Onychogalea fraenata,Mammalia,Macropodidae,9.0,41.829850746268654,6.0,100.0,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
Broad-Footed Mole,Scapanus latimanus,Mammalia,Talpidae,1.5,41.829850746268654,0.085,16.0,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Broad-Headed Skink,Plestiodon laticeps,Reptilia,Scincidae,6.0,22.147727272727273,28.274673913043493,24.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Broad-Tailed Hummingbird,Selasphorus platycercus,Aves,Trochilidae,10.0,66.8076923076923,0.004,8.5,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1
Broad-Winged Hawk,Buteo platypterus,Aves,Accipitridae,15.0,64.0,0.41200000000000003,38.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Brogla,Grus rubicunda,Aves,Gruidae,33.0,82.0,5.5,49.30568669527897,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
Brown Anole,Anolis sagrei,Reptilia,Dactyloidae,6.5,22.147727272727273,0.005,13.5,1,2,0,1,0,0,0,1,1,0,0,1,0,1,0,1
Brown Antechinus,Antechinus stuartii,Mammalia,Dasyuridae,2.0,41.829850746268654,0.03,11.15,1,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0
Brown Bear,Ursus arctos,Mammalia,Ursidae,35.0,56.0,367.5,150.0,0,2,1,2,0,1,1,1,0,0,0,1,1,1,0,0
Brown Creeper,Certhia americana,Aves,Certhiidae,4.0,66.8076923076923,0.006999999999999999,13.0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0
Brown Fur Seal,Arctocephalus pusillus,Mammalia,Otariidae,20.0,20.0,205.0,175.0,1,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0
Brown-Headed Cowbird,Molothrus ater,Aves,Icteridae,16.0,66.8076923076923,0.044000000000000004,19.0,2,1,1,2,1,1,0,1,1,0,0,0,1,1,0,0
Brown Howler,Alouatta guariba,Mammalia,Atelidae,17.5,41.829850746268654,5.5,74.0,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1
Brown Hyena,Hyaena brunnea,Mammalia,Hyaenidae,12.5,50.0,41.0,145.0,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0
Brown Mouse Lemur,Microcebus rufus,Mammalia,Cheirogaleidae,10.5,41.829850746268654,0.069,12.0,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0
Brown Pelican,Pelecanus occidentalis,Aves,Pelecanidae,29.0,65.0,3.5,121.5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Brown Rat,Rattus norvegicus,Mammalia,Muridae,3.0,41.829850746268654,0.3,22.5,0,2,1,1,0,1,0,1,1,1,0,1,1,1,1,0
Brown Snake,Storeria dekayi,Reptilia,Colubridae,7.0,22.147727272727273,28.274673913043493,39.5,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Brown Spider Monkey,Ateles hybridus,Mammalia,Atelidae,18.5,56.0,8.0,50.0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1
Brown Teal,Anas chlorotis,Aves,Anatidae,21.0,66.8076923076923,0.615,48.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Brown Thrasher,Toxostoma rufum,Aves,Mimidae,13.0,66.8076923076923,0.075,26.5,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Brown-Throated Three-Toed Sloth,Bradypus variegatus,Mammalia,Bradypodidae,35.0,0.0,4.0,61.0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Brown Tree Snake,Boiga irregularis,Reptilia,Colubridae,12.5,22.147727272727273,1.18,1.5,1,2,1,2,0,0,0,0,1,0,0,1,0,0,1,0
Brown Water Snake,Nerodia taxispilota,Reptilia,Colubridae,6.0,22.147727272727273,28.274673913043493,114.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Brown Woolly Monkey,Lagothrix lagothricha,Mammalia,Atelidae,27.5,56.0,8.0,50.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Brush Rabbit,Sylvilagus bachmani,Mammalia,Leporidae,2.0,40.0,0.0,30.0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Brush-Tailed Phascogale,Phascogale tapoatafa,Mammalia,Dasyuridae,2.0,41.829850746268654,0.21,21.5,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
Brush-Tailed Rock-Wallaby,Petrogale penicillata,Mammalia,Macropodidae,7.5,41.829850746268654,7.0,55.0,2,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0
Bryde's Whale,Balaenoptera brydei,Mammalia,Balaenopteridae,60.0,22.5,25000.0,1500.0,1,0,0,2,0,0,0,1,1,1,0,1,1,1,1,1
Buffy-Headed Marmoset,Callithrix flaviceps,Mammalia,Callitrichidae,13.0,41.829850746268654,0.414,24.0,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
Burmese Python,Python bivittatus,Reptilia,Pythonidae,22.5,22.147727272727273,90.0,500.0,1,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0
Burrowing Owl,Athene cunicularia,Aves,Strigidae,9.5,66.8076923076923,0.19,23.5,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
Bushbuck,Tragelaphus sylvaticus,Mammalia,Bovidae,15.0,41.829850746268654,62.5,114.29540507859738,2,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0
Bush Dog,Speothos venaticus,Mammalia,Canidae,10.0,41.829850746268654,6.5,66.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Bushpig,Potamochoerus larvatus,Mammalia,Suidae,20.0,41.829850746268654,102.5,125.0,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Bush Rat,Rattus fuscipes,Mammalia,Muridae,3.0,41.829850746268654,718.2787728894176,16.5,0,2,1,2,0,0,0,1,1,0,0,0,0,0,1,0
Bush Stone-Curlew,Burhinus grallarius,Aves,Burhinidae,25.0,66.8076923076923,0.647,49.30568669527897,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
Bushy-Tailed Opossum,Glironia venusta,Mammalia,Didelphidae,1.5,41.829850746268654,0.225,18.25,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Bushy-Tailed Woodrat,Neotoma cinerea,Mammalia,Cricetidae,5.0,41.829850746268654,0.368,37.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Butterfly Viper,Bitis nasicornis,Reptilia,Viperidae,8.0,22.147727272727273,28.274673913043493,89.5,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Cacomistle,Bassariscus sumichrasti,Mammalia,Procyonidae,23.0,41.829850746268654,1.0,42.5,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0
Cairo Spiny Mouse,Acomys cahirinus,Mammalia,Muridae,4.0,41.829850746268654,0.064,11.1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
California Condor,Gymnogyps californianus,Aves,Cathartidae,50.0,90.0,10.5,124.5,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0
California Ground Squirrel,Otospermophilus beecheyi,Mammalia,Sciuridae,8.0,41.829850746268654,0.509,114.29540507859738,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
California Gull ,Larus californicus,Aves,Laridae,14.0,66.8076923076923,0.215,50.5,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
California Kingsnake,Lampropeltis californiae,Reptilia,Colubridae,35.0,22.147727272727273,28.274673913043493,51.5,1,2,1,2,1,0,0,1,1,0,0,0,0,1,0,0
California Mountain Kingsnake,Lampropeltis zonata,Reptilia,Colubridae,15.0,22.147727272727273,28.274673913043493,86.5,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0
California Quail,Callipepla californica,Aves,Odontophoridae,2.5,64.0,0.17,25.5,2,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0
California Sea Lion,Zalophus californianus,Mammalia,Otariidae,23.5,40.0,225.0,150.0,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Calliope Hummingbird,Selasphorus calliope,Aves,Trochilidae,8.0,48.0,0.003,8.5,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Campbell's Dwarf Hamster,Phodopus campbelli,Mammalia,Cricetidae,2.0,6.0,0.023,114.29540507859738,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0
Canada Goose,Branta canadensis,Aves,Anatidae,19.0,90.0,4.0,92.5,2,3,1,0,0,1,1,1,0,0,0,0,1,1,0,0
Canadian Lynx,Lynx canadensis,Mammalia,Felidae,15.0,80.0,11.0,91.0,1,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0
Cape Barren Goose,Cereopsis novaehollandiae,Aves,Anatidae,17.0,66.8076923076923,5.0,87.5,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Cape Cobra,Naja nivea,Reptilia,Elapidae,16.0,22.147727272727273,28.274673913043493,100.0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0
Cape Fox,Vulpes chama,Mammalia,Canidae,10.0,41.829850746268654,4.0,53.0,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Cape Ground Squirrel,Xerus inauris,Mammalia,Sciuridae,11.0,41.829850746268654,0.536,45.0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Cape Hare,Lepus capensis,Mammalia,Leporidae,3.0,77.0,4.5,55.75,2,1,1,2,1,0,0,1,0,1,0,1,1,0,0,0
Capped Langur,Trachypithecus pileatus,Mammalia,Cercopithecidae,11.0,41.829850746268654,11.5,64.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Capybara,Hydrochoerus hydrochaeris,Mammalia,Caviidae,9.0,35.0,50.5,120.0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Caracal,Caracal caracal,Mammalia,Felidae,14.5,80.0,13.0,75.5,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
Carnaby's Black Cockatoo,Calyptorhynchus latirostris,Aves,Cacatuidae,45.0,66.8076923076923,0.655,55.5,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Carolina Parakeet,Conuropsis carolinensis,Aves,Psittacidae,35.0,66.8076923076923,0.28,33.0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Carpet Python,Morelia spilota,Reptilia,Pythonidae,20.0,22.147727272727273,15.0,300.0,1,1,1,2,0,0,0,1,1,0,0,1,0,0,1,0
Caspian Cobra,Naja oxiana,Reptilia,Elapidae,25.068493150684933,22.147727272727273,28.274673913043493,100.0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0
Caspian Seal,Pusa caspica,Mammalia,Phocidae,42.5,41.829850746268654,68.0,100.0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Cattle Egret,Bubulcus ibis,Aves,Ardeidae,23.0,51.0,0.391,51.0,1,3,1,0,1,0,0,1,1,1,1,1,1,1,1,1
Cedar Waxwing,Bombycilla cedrorum,Aves,Bombycillidae,7.5,40.0,0.03,16.5,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Celebes Crested Macaque,Macaca nigra,Mammalia,Cercopithecidae,19.0,41.829850746268654,6.5,52.0,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Central American Squirrel Monkey,Saimiri oerstedii,Mammalia,Cebidae,17.5,41.829850746268654,0.775,27.85,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1
Central Bearded Dragon,Pogona vitticeps,Reptilia,Agamidae,10.5,14.0,0.38,55.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Chacma Baboon,Papio ursinus,Mammalia,Cercopithecidae,40.0,45.0,28.5,82.5,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Chacoan Peccary,Catagonus wagneri,Mammalia,Tayassuidae,9.0,41.829850746268654,36.5,106.5,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1
Chamois,Rupicapra rupicapra,Mammalia,Bovidae,18.5,50.0,42.5,122.0,2,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Checkered Garter Snake,Thamnophis marcianus,Reptilia,Colubridae,8.5,22.147727272727273,0.076,76.5,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Cheetah,Acinonyx jubatus,Mammalia,Felidae,15.0,112.0,46.5,131.0,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0
Chilean Flamingo,Phoenicopterus chilensis,Aves,Phoenicopteridae,45.0,59.0,2.5,112.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Chimney Swift,Chaetura pelagica,Aves,Apodidae,4.0,58.0,0.024,13.5,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1
Chinese Alligator,Alligator sinensis,Reptilia,Alligatoridae,60.0,24.5,40.0,150.0,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Chinese Goral,Naemorhedus griseus,Mammalia,Bovidae,16.0,41.829850746268654,718.2787728894176,106.0,2,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0
Chinese Hamster,Cricetulus griseus,Mammalia,Cricetidae,2.5,41.829850746268654,0.037000000000000005,10.45,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
Chinese Mountain Cat,Felis bieti,Mammalia,Felidae,18.121026894865526,41.829850746268654,7.5,76.5,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Chinese Pangolin,Manis pentadactyla,Mammalia,Manidae,20.0,5.0,4.5,67.0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Chinese Water Dragon,Physignathus cocincinus,Reptilia,Agamidae,12.5,22.147727272727273,0.998,100.0,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Chinkara,Gazella bennettii,Mammalia,Bovidae,13.5,55.0,24.0,35.0,2,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0
Chinstrap Penguin,Pygoscelis antarcticus,Aves,Spheniscidae,17.5,32.0,4.5,49.30568669527897,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Chipping Sparrow,Spizella passerina,Aves,Passerellidae,9.0,32.0,0.013000000000000001,13.5,2,3,1,2,0,0,0,1,1,0,0,0,0,1,0,0
Cinnamon Teal,Spatula cyanoptera,Aves,Anatidae,12.0,80.0,0.4,41.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Clapper Rail,Rallus crepitans,Aves,Rallidae,7.0,66.8076923076923,0.28,36.5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Clay-Colored Robin,Turdus grayi,Aves,Turdidae,9.0,66.8076923076923,0.075,25.0,0,3,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Cliff Chipmunk,Neotamias dorsalis,Mammalia,Sciuridae,12.0,41.829850746268654,0.068,23.3,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
